fam_ID__	seq_ct	present	below	equal	above	glyma	phavu	vigan	vigra	vigun	cajca	medtr	cicar	tripr	lotja	lupan	aradu	araip	arahy
L_0HZFZB	82	14	0	2	12	10	6	2	2	5	5	7	4	5	6	6	7	5	12	
L_0HZSQZ	81	14	0	0	14	10	5	5	5	5	6	4	4	4	3	7	6	5	12	
L_0J2XWB	81	14	0	0	14	11	7	7	6	7	6	4	5	5	4	6	3	4	6	
L_0JCZV4	81	14	0	1	13	8	4	4	2	5	4	9	5	8	7	7	4	5	9	
L_0JD9T5	80	14	8	4	2	2	2	2	1	1	1	1	1	1	1	1	16	48	2	
L_0JF612	82	12	5	2	7	5	2	2	1	1	5	7	0	12	1	0	11	11	24	
L_0JH8VP	81	14	4	0	10	9	1	1	1	1	11	15	3	10	11	3	3	3	9	
L_0JKFKC	82	3	11	0	3	0	0	0	0	0	0	53	0	4	25	0	0	0	0	
L_0JLS06	80	14	0	0	14	10	5	4	3	5	6	7	6	5	5	7	4	4	9	
L_0JLSXB	84	13	3	2	9	6	1	2	2	3	8	22	1	11	13	0	4	4	7	
L_0JMHLM	81	13	2	3	9	18	3	0	2	7	2	12	3	12	8	1	2	4	7	
L_0JMWQL	80	14	1	1	12	14	4	5	3	9	5	7	1	5	3	2	5	5	12	
L_0JNJKN	80	14	0	0	14	11	4	4	3	4	6	6	5	6	5	11	3	5	7	
L_0JPNN1	81	13	1	1	12	12	6	6	5	6	6	7	6	3	7	12	0	2	3	
L_0JSJS1	80	14	0	0	14	10	5	3	3	5	5	6	5	7	4	10	4	4	9	
L_0JVBKC	79	14	0	1	13	14	5	3	3	5	3	6	4	6	2	6	6	5	11	
L_0JZZ84	79	14	0	0	14	10	5	6	3	5	6	5	5	5	8	7	3	3	8	
L_0K0R5H	77	4	10	0	4	0	0	0	0	0	0	3	0	0	0	0	13	46	15	
L_0K1JL8	80	4	12	0	2	0	0	0	0	0	71	1	0	7	0	0	0	0	1	
L_0K28B4	83	9	6	0	8	9	23	8	0	14	3	0	0	0	1	0	10	6	9	
L_0K3BHY	79	14	0	1	13	10	3	2	4	4	5	4	3	6	3	8	4	11	12	
L_0K54ZF	58	8	12	0	2	1	1	0	0	0	5	0	0	1	1	0	1	1	47	
L_0K58RP	84	12	2	2	10	19	6	5	3	9	9	9	0	9	2	0	2	5	6	
L_0K6GZQ	78	13	1	2	11	14	4	3	0	4	7	12	5	7	9	5	2	2	4	
L_0K71DD	77	2	13	0	1	0	0	1	0	0	0	0	76	0	0	0	0	0	0	
L_0K80R6	80	13	5	4	5	2	1	2	2	1	3	11	2	1	1	0	10	12	32	
L_0K8JN9	78	13	1	1	12	4	3	4	0	7	7	14	7	12	4	2	3	5	6	
L_0K8NKR	78	14	0	0	14	9	4	5	3	5	6	6	3	4	5	5	8	5	10	
L_0KD8GG	78	14	0	0	14	11	6	3	3	4	6	4	4	7	3	5	5	7	10	
L_0KDD4S	78	14	1	3	10	14	5	2	1	5	4	8	5	9	8	5	2	2	8	
L_0KDGQ6	80	14	0	2	12	10	12	3	2	6	3	6	6	12	6	2	3	4	5	
L_0KFL79	81	14	3	2	9	4	1	1	1	2	3	20	4	20	3	2	4	5	11	
L_0KFVHL	78	14	1	0	13	7	5	4	5	3	5	10	6	8	8	1	3	3	10	
L_0KJ85S	76	8	11	0	3	0	21	1	1	1	9	0	0	1	1	0	0	0	41	
L_0KQJ0K	78	14	1	2	11	13	6	2	1	6	8	5	3	5	11	7	2	3	6	
L_0KSVBR	78	14	0	1	13	4	4	4	5	6	6	8	3	3	5	7	8	2	13	
L_0KTDZ4	83	10	5	2	7	2	6	1	4	8	3	0	0	2	0	0	12	19	26	
L_0KVV7S	79	9	7	0	7	0	0	0	0	17	3	7	0	1	1	5	20	12	13	
L_0KX02V	81	5	12	0	2	1	0	0	0	1	0	0	0	0	0	0	11	67	1	
L_0KZ8NJ	77	14	1	1	12	9	5	5	1	5	3	7	6	2	4	11	5	4	10	
L_0KZT3K	77	14	0	0	14	10	6	6	6	6	6	3	4	3	8	4	3	4	8	
L_0L4430	77	13	1	1	12	7	6	5	0	15	6	9	3	10	3	2	3	3	5	
L_0L5888	72	9	8	0	6	1	0	1	0	0	0	5	47	5	3	0	1	4	5	
L_0L5RSP	64	4	10	0	4	12	0	0	0	0	44	0	0	5	3	0	0	0	0	
L_0L6WQ7	78	13	2	1	11	10	5	1	0	8	4	7	2	8	7	4	3	7	12	
L_0LCY75	77	14	0	0	14	8	5	3	3	5	5	5	4	5	9	6	5	5	9	
L_0LF8V5	76	14	2	1	11	6	5	1	1	8	6	8	4	4	2	6	5	5	15	
L_0LFCZT	78	12	3	1	10	12	5	5	3	5	5	20	5	10	5	0	1	0	2	
L_0LGTB3	77	14	1	1	12	7	5	3	1	6	5	7	3	5	2	4	7	7	15	
L_0LJ8MZ	81	5	11	0	3	0	0	0	0	0	0	1	0	0	1	0	5	13	61	
L_0LRN1P	66	10	7	1	6	1	0	0	0	0	2	1	11	3	1	8	15	14	10	
L_0LVFNQ	77	11	4	0	10	8	15	3	1	11	10	7	0	3	3	11	0	0	5	
L_0LVWNS	76	14	1	0	13	13	6	5	5	6	6	5	3	4	4	7	4	1	7	
L_0LYMR2	48	2	12	1	1	0	0	0	0	0	0	46	0	2	0	0	0	0	0	
L_0LYMRB	78	9	7	2	5	0	0	9	0	0	13	33	2	11	2	0	1	6	1	
L_0LZF4D	75	14	0	0	14	5	5	3	3	4	3	9	6	7	5	7	4	4	10	
L_0M0L66	77	14	0	0	14	8	4	4	5	5	6	7	4	6	8	5	3	4	8	
L_0M65ZY	70	11	3	2	9	3	4	9	3	0	2	2	3	6	0	0	4	21	13	
L_0MDRGX	75	14	0	0	14	7	4	3	3	3	4	7	5	8	5	7	4	5	10	
L_0MFKRS	77	13	1	7	6	3	2	0	2	2	2	19	6	14	3	2	2	2	18	
L_0MFWF2	74	14	0	1	13	6	4	4	3	6	6	12	2	8	7	4	3	3	6	
L_0MFX8H	74	14	1	2	11	9	5	3	1	4	6	6	3	2	2	4	9	7	13	
L_0MKWMW	74	14	0	4	10	7	6	5	4	8	5	6	2	6	13	2	2	2	6	
L_0MNJQL	74	14	1	2	11	10	5	3	1	5	3	6	4	7	2	10	2	6	10	
L_0MNZRL	75	14	2	1	11	9	4	2	1	4	3	15	5	8	3	1	4	6	10	
L_0MS4KN	74	14	9	1	4	5	1	1	1	1	1	1	2	1	1	1	12	18	28	
L_0MS7X3	62	11	5	2	7	4	2	1	0	20	5	9	0	2	6	0	7	1	5	
L_0MSLQS	72	9	8	0	6	1	7	0	0	0	3	0	0	1	6	1	11	22	20	
L_0MTV38	75	12	7	1	6	0	1	41	4	0	2	5	6	8	4	1	1	1	1	
L_0MV41M	76	9	7	1	6	5	0	0	0	0	1	15	0	1	6	2	7	23	16	
L_0MW1KX	75	11	6	1	7	5	4	1	0	8	13	1	0	1	2	0	15	10	15	
L_0MWGHF	73	14	0	1	13	9	4	3	3	4	4	7	4	5	2	8	6	5	9	
L_0MXDQN	73	14	0	0	14	8	4	4	4	4	5	4	4	4	4	7	6	5	10	
L_0MY64G	77	6	10	0	4	61	0	0	0	7	4	1	0	1	3	0	0	0	0	
L_0MYR41	74	13	2	0	12	9	5	7	0	10	5	9	4	7	1	4	3	3	7	
L_0N0NL5	73	13	2	2	10	11	6	0	1	6	4	12	2	8	7	2	5	4	5	
L_0N4L1K	73	13	9	1	4	2	1	1	0	1	1	1	1	1	3	1	12	16	32	
L_0N6ZCL	75	6	8	0	6	0	0	0	0	0	0	11	8	18	0	0	8	10	20	
L_0N8W8R	75	14	0	3	11	10	6	4	5	5	4	16	4	4	2	7	2	2	4	
L_0N9SCY	67	8	8	1	5	0	1	1	0	0	2	0	0	5	5	0	16	18	19	
L_0NBVDS	76	14	3	4	7	10	4	2	1	1	2	3	1	2	5	2	14	9	20	
L_0NDVZ2	72	14	1	1	12	11	5	3	4	5	9	7	1	3	3	2	4	5	10	
L_0NHMGQ	72	14	1	1	12	11	4	4	3	5	5	3	1	5	5	2	6	6	12	
L_0NHV4C	70	12	2	1	11	4	4	3	2	8	3	7	0	7	3	0	7	6	16	
L_0NMCDQ	72	14	0	1	13	14	5	5	4	5	6	4	4	4	4	8	2	3	4	
L_0NMJYK	74	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	32	39	3	
L_0NN2TT	71	14	5	0	9	4	3	1	1	1	1	28	1	3	3	14	3	3	5	
L_0NN53S	57	14	6	3	5	3	1	1	1	1	1	18	1	6	2	2	2	4	14	
L_0NRW5L	71	14	0	2	12	6	4	2	2	3	3	7	7	5	15	5	3	3	6	
L_0NT83G	71	14	1	2	11	11	6	2	4	6	3	10	3	11	1	2	3	3	6	
L_0NWJVY	71	14	0	2	12	8	8	4	5	10	4	5	3	3	6	4	2	2	7	
L_0NWT59	67	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	15	20	32	
L_0NXXLF	76	11	5	1	8	3	0	0	0	2	1	15	4	10	3	1	6	10	21	
L_0NZ0B2	71	14	0	0	14	6	4	5	4	5	8	7	3	4	4	5	4	4	8	
L_0P31NB	71	14	0	0	14	9	3	5	5	5	4	3	3	3	6	4	5	5	11	
L_0P3CP6	71	13	2	1	11	8	6	4	0	6	4	7	3	5	2	1	5	7	13	
L_0P3NB3	75	6	8	0	6	0	0	0	0	0	0	32	0	26	0	3	5	4	5	
L_0P56BC	58	7	9	2	3	0	0	1	0	0	0	29	1	19	0	0	2	2	4	
L_0P5PHV	70	14	1	3	10	13	8	5	5	8	6	6	2	4	2	1	2	5	3	
L_0P66L2	70	14	1	3	10	4	3	7	2	8	2	13	8	5	1	4	4	2	7	
L_0P77NQ	71	14	2	4	8	8	4	1	2	5	2	22	2	8	6	1	3	2	5	
L_0P9DSF	75	13	2	1	11	5	3	1	0	2	3	13	6	8	4	3	7	4	16	
L_0P9L9F	71	12	3	2	9	11	9	0	0	8	13	7	2	6	5	3	2	1	4	
L_0PCTTD	70	14	1	1	12	12	6	3	4	5	5	6	4	6	6	6	2	1	4	
L_0PDDCG	70	14	1	2	11	12	6	2	1	6	5	7	2	6	4	4	4	3	8	
L_0PDS1Q	70	14	0	3	11	7	3	2	2	3	6	9	3	4	2	9	5	4	11	
L_0PFN8M	75	14	1	2	11	5	2	3	1	3	4	5	4	4	3	2	11	10	18	
L_0PGLTZ	34	8	7	0	7	0	0	0	0	5	6	3	1	0	4	0	7	3	5	
L_0PGN7V	71	7	8	0	6	1	0	0	0	0	0	4	0	5	4	0	15	14	28	
L_0PH5QN	74	13	3	2	9	5	11	1	0	2	5	5	1	9	3	2	7	5	18	
L_0PR0LZ	70	13	1	0	13	8	4	3	0	3	4	9	3	10	9	4	4	3	6	
L_0PRDNN	69	14	1	3	10	8	5	1	2	7	2	11	5	8	2	4	4	4	6	
L_0PV646	70	14	0	1	13	6	5	3	3	5	7	7	4	5	4	6	4	2	9	
L_0PX0JK	71	14	0	3	11	7	4	3	2	6	9	6	2	2	5	7	4	4	10	
L_0PYPPX	69	14	0	2	12	6	4	4	4	4	4	3	2	2	5	8	6	7	10	
L_0Q0N84	69	14	0	0	14	8	4	4	4	5	5	5	4	4	6	7	3	3	7	
L_0Q1796	69	14	0	1	13	7	4	4	4	4	4	3	2	3	3	3	7	7	14	
L_0Q28B7	68	14	0	0	14	8	4	4	4	4	5	5	4	5	4	5	4	4	8	
L_0Q2PRN	69	14	0	1	13	9	4	3	2	4	5	4	4	4	4	6	5	5	10	
L_0Q3WX7	68	14	2	0	12	7	5	1	1	4	4	4	5	4	7	3	7	5	11	
L_0Q4WVG	60	9	7	2	5	0	1	0	0	9	3	31	0	2	1	0	6	5	2	
L_0Q4Y9J	69	11	3	2	9	6	7	2	0	28	4	5	0	3	3	5	0	2	4	
L_0Q6PCG	68	14	0	1	13	8	5	5	5	5	5	5	5	4	4	7	3	2	5	
L_0Q6XP9	68	14	0	1	13	10	4	2	3	5	5	5	3	5	5	6	4	3	8	
L_0Q886R	72	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	19	15	38	
L_0Q8Q1L	68	13	3	3	8	19	6	3	4	6	8	8	2	6	2	2	1	1	0	
L_0Q9Y1R	69	14	2	0	12	10	6	1	1	6	5	4	3	8	3	3	5	6	8	
L_0QB37Z	67	14	0	2	12	9	4	2	2	4	4	5	4	8	4	5	4	3	9	
L_0QDS7H	67	14	1	5	8	8	4	2	1	5	3	5	2	2	2	2	7	8	16	
L_0QLG2G	61	10	6	1	7	5	0	1	0	16	6	9	0	0	1	2	4	7	10	
L_0QLKGP	70	12	5	2	7	16	1	0	1	2	4	2	3	1	0	4	5	12	19	
L_0QP0M3	72	12	7	4	3	2	2	0	1	2	1	12	0	21	26	1	1	1	2	
L_0QRDWR	49	6	10	0	4	17	0	0	0	0	19	0	0	1	3	0	0	1	8	
L_0QRP6Z	70	10	8	1	5	0	1	1	0	1	0	32	8	12	4	0	2	1	8	
L_0QSZD3	62	14	6	2	6	30	3	1	1	1	3	2	1	2	9	3	1	1	4	
L_0QTLFL	67	13	9	1	4	1	1	1	1	1	1	43	3	2	7	4	1	0	1	
L_0QW5SF	66	14	0	3	11	10	6	4	4	7	5	3	2	4	2	2	4	4	9	
L_0QXFLW	66	14	0	3	11	10	8	2	2	5	3	7	3	7	5	5	3	2	4	
L_0QYTHN	67	14	0	2	12	10	5	3	3	5	3	6	4	6	3	11	2	2	4	
L_0R1BDN	66	12	2	0	12	7	6	0	0	4	4	11	3	6	3	6	4	4	8	
L_0R1YZZ	66	14	2	0	12	5	7	1	1	7	4	8	3	7	4	3	5	4	7	
L_0R4NJT	69	13	1	1	12	6	2	3	0	5	4	4	7	8	3	4	5	5	13	
L_0RB9LX	66	14	0	0	14	7	6	3	4	3	5	4	4	5	6	3	4	4	8	
L_0RCG2Q	66	14	1	0	13	9	4	3	5	4	5	4	3	6	1	6	4	4	8	
L_0RGRPF	68	14	3	3	8	7	10	8	13	10	2	2	1	1	2	1	3	3	5	
L_0RKJD5	66	13	1	1	12	3	8	5	6	5	4	4	2	5	3	0	6	4	11	
L_0RMN77	70	6	10	2	2	0	0	0	0	0	0	1	56	1	0	0	2	2	8	
L_0RMWXJ	71	13	1	2	11	8	7	0	2	5	5	5	4	8	4	2	5	6	10	
L_0RNC88	66	10	7	3	4	11	2	2	1	0	33	0	0	5	8	0	1	1	2	
L_0RNZGT	67	14	0	0	14	9	8	6	4	7	4	4	3	4	3	5	3	3	4	
L_0RW058	68	4	10	0	4	49	0	0	0	0	8	8	0	3	0	0	0	0	0	
L_0RXBC9	65	14	0	0	14	8	4	4	5	4	3	4	3	3	4	7	4	4	8	
L_0S3801	67	14	1	0	13	4	3	1	3	3	3	10	3	9	3	4	4	6	11	
L_0S59GJ	65	14	0	0	14	7	5	3	4	4	4	4	4	4	3	4	5	5	9	
L_0S6HXS	65	12	3	4	7	7	8	2	0	14	2	15	4	0	2	1	2	4	4	
L_0S8454	65	14	1	4	9	9	8	2	2	9	3	5	2	1	2	3	6	4	9	
L_0S8C02	65	14	0	2	12	5	3	3	2	3	3	4	3	2	8	8	6	5	10	
L_0S9PKX	65	14	0	0	14	7	4	4	4	4	4	3	3	4	7	5	4	4	8	
L_0SBDXZ	54	10	10	0	4	8	1	0	0	1	1	21	1	15	0	4	1	0	1	
L_0SFJ81	65	14	0	4	10	12	4	2	4	4	6	2	7	3	6	7	2	2	4	
L_0SFY4T	70	13	3	1	10	1	2	4	4	3	5	10	1	5	5	0	8	8	14	
L_0SJX16	65	6	10	0	4	20	0	6	1	0	26	0	0	11	1	0	0	0	0	
L_0SK9FR	65	14	0	0	14	10	5	4	3	5	4	4	3	3	4	7	4	3	6	
L_0SLZXY	65	14	0	3	11	8	4	4	4	4	3	2	2	2	6	3	12	3	8	
L_0SMBWQ	66	11	4	3	7	10	4	2	2	3	5	10	8	19	0	0	1	2	0	
L_0SPZYY	65	13	5	4	5	2	1	0	1	1	1	3	2	2	5	2	10	13	22	
L_0SQKFM	45	10	6	1	7	2	1	0	0	11	5	4	0	0	3	3	4	1	11	
L_0SRP20	51	7	9	0	5	1	0	0	0	0	0	4	0	1	3	0	13	10	19	
L_0SWHDY	65	13	5	0	9	4	4	1	0	14	1	3	12	1	3	1	6	4	11	
L_0SWSQH	64	14	0	0	14	8	4	4	4	4	3	4	3	4	5	5	4	4	8	
L_0SWTT4	64	14	1	3	10	7	3	2	2	2	4	14	1	7	3	7	3	3	6	
L_0T0093	68	12	2	1	11	11	7	0	0	7	8	5	4	5	2	4	4	4	7	
L_0T15Q2	65	14	2	2	10	7	3	1	3	6	4	2	1	3	2	6	7	7	13	
L_0T44CK	63	6	9	1	4	14	0	0	0	0	13	1	0	2	0	0	3	0	30	
L_0T5SC9	47	9	6	3	5	0	2	4	2	0	4	0	2	10	1	0	15	7	0	
L_0T7DJ8	64	14	2	2	10	10	5	9	1	4	5	4	6	4	2	8	2	1	3	
L_0TBX9H	63	14	0	0	14	10	5	5	4	5	5	3	3	3	3	5	3	3	6	
L_0TDQG6	63	14	1	1	12	8	5	3	1	5	4	2	3	3	3	9	3	4	10	
L_0THPFV	64	14	0	0	14	10	5	3	4	5	6	6	3	3	4	4	3	3	5	
L_0THWM3	64	14	0	2	12	7	4	2	2	4	3	5	4	6	4	6	5	4	8	
L_0TK25G	63	14	0	1	13	7	4	4	4	4	4	3	2	3	3	5	5	5	10	
L_0TK25X	67	14	4	2	8	13	9	8	5	12	4	1	1	1	2	1	2	3	5	
L_0TL76Q	63	14	0	0	14	7	3	3	3	3	3	5	4	3	5	9	3	4	8	
L_0TNK08	65	7	8	0	6	0	0	0	0	0	0	14	1	24	5	0	4	10	7	
L_0TNW7G	63	14	2	4	8	8	5	2	3	3	2	1	2	1	5	2	8	8	13	
L_0TST8S	64	3	11	2	1	0	0	0	0	0	0	2	60	2	0	0	0	0	0	
L_0TW0N0	65	7	10	0	4	0	1	0	0	0	0	1	20	1	0	0	15	17	10	
L_0TWHMH	64	14	3	4	7	8	3	1	2	11	2	6	5	11	2	9	1	1	2	
L_0TZ0LF	63	14	2	3	9	4	2	3	1	2	3	13	1	12	4	2	4	5	7	
L_0TZ7CH	63	14	0	0	14	8	4	4	4	4	5	3	3	5	4	4	4	3	8	
L_0V0GX2	63	14	1	3	10	12	7	1	2	6	8	3	5	2	4	4	3	2	4	
L_0V4Q72	59	5	9	2	3	0	0	0	0	0	0	28	2	23	4	2	0	0	0	
L_0V73W2	65	6	9	1	4	0	0	0	0	0	0	28	0	28	0	2	1	3	3	
L_0V79S5	63	14	3	2	9	3	1	1	1	3	4	22	3	9	2	2	3	3	6	
L_0V9YT0	63	14	1	1	12	9	8	1	3	6	5	4	3	5	4	4	3	2	6	
L_0VBD3W	63	8	8	1	5	1	0	0	0	0	0	7	1	3	2	0	12	10	27	
L_0VBLN1	62	14	1	3	10	9	3	2	1	2	4	6	2	4	5	5	4	6	9	
L_0VDP40	62	14	0	0	14	8	4	3	3	4	4	5	3	3	5	5	4	4	7	
L_0VG7J1	62	14	0	0	14	8	4	4	4	4	4	4	4	5	5	4	3	3	6	
L_0VMMBN	63	14	0	0	14	8	4	3	4	4	6	3	3	4	3	9	3	3	6	
L_0VMQNN	62	14	0	1	13	9	5	5	5	6	2	3	3	4	4	4	3	3	6	
L_0VNGZY	67	10	5	1	8	4	11	3	1	12	8	11	8	7	0	2	0	0	0	
L_0VTLNK	67	14	2	2	10	4	2	4	1	4	1	6	4	3	2	3	9	8	16	
L_0VWCRG	62	14	0	0	14	7	4	3	4	4	4	6	4	5	4	5	3	3	6	
L_0VWD9C	64	10	8	1	5	2	1	0	0	14	0	4	1	1	0	1	7	10	23	
L_0VXQCG	62	14	0	3	11	8	4	3	4	4	4	5	4	4	2	10	2	2	6	
L_0VY0FF	50	7	11	0	3	12	0	0	1	0	19	1	0	15	1	0	0	0	1	
L_0W1VGL	61	14	0	3	11	7	4	2	4	6	4	3	3	3	4	11	2	2	6	
L_0W2KRJ	65	14	1	2	11	6	2	1	3	3	2	4	4	4	4	5	4	8	15	
L_0W36W3	61	14	0	2	12	9	4	2	2	4	3	4	3	6	3	4	5	4	8	
L_0W5WXC	61	14	1	7	6	6	2	2	2	2	2	12	5	8	9	6	2	1	2	
L_0W7J76	62	10	9	2	3	1	2	1	1	2	1	0	0	0	0	1	8	17	28	
L_0W8YJ9	61	14	1	2	11	8	4	4	2	4	4	4	4	5	3	8	2	1	8	
L_0WBW9G	61	14	0	1	13	7	4	3	3	3	4	5	3	6	5	7	2	3	6	
L_0WHH5Y	61	14	0	3	11	12	5	4	5	5	3	2	2	2	3	6	3	3	6	
L_0WHTV5	61	14	0	0	14	6	5	4	3	4	3	4	3	3	5	7	3	4	7	
L_0WMFJP	65	13	3	2	9	10	3	4	2	4	1	5	14	9	2	7	0	1	3	
L_0WVT51	62	13	7	2	5	2	1	1	1	1	3	0	40	3	3	1	1	3	2	
L_0WWN10	60	14	1	2	11	5	4	1	3	4	2	8	5	7	2	4	3	4	8	
L_0WZJQC	60	14	0	2	12	10	3	3	3	4	4	6	4	4	3	8	2	2	4	
L_0X422L	63	8	6	1	7	0	0	0	0	0	6	9	10	6	0	2	6	9	15	
L_0X46LQ	60	14	0	0	14	6	4	3	3	4	4	4	3	3	4	5	4	3	10	
L_0X47PJ	64	14	1	3	10	4	3	2	3	3	2	8	4	11	6	1	2	5	10	
L_0X496Y	60	14	0	0	14	6	4	4	3	4	3	4	3	3	7	6	3	4	6	
L_0XC3BM	61	13	2	2	10	10	5	3	2	4	5	8	3	7	2	7	1	0	4	
L_0XF1HZ	55	5	9	1	4	0	0	0	0	0	0	20	4	14	15	2	0	0	0	
L_0XHF2R	60	14	5	5	4	2	2	1	1	2	1	2	1	1	3	2	10	9	23	
L_0XKK03	60	14	0	1	13	8	5	3	3	5	5	3	3	4	2	7	4	3	5	
L_0XRKNR	61	14	2	0	12	8	3	3	3	4	3	3	1	4	3	1	4	8	13	
L_0XRYPV	60	12	2	1	11	6	3	0	2	4	5	6	4	0	7	6	5	3	9	
L_0XT9SM	60	12	2	1	11	11	5	5	3	6	6	6	4	3	3	6	0	0	2	
L_0XYNKP	60	14	0	0	14	7	4	4	3	4	4	3	4	4	3	7	3	4	6	
L_0XYQ76	60	14	1	1	12	8	4	4	4	4	1	4	5	4	2	7	4	4	5	
L_0XZ3D5	61	14	1	0	13	9	4	5	4	5	4	5	1	5	4	3	3	3	6	
L_0XZHWH	62	13	4	0	10	5	7	4	1	4	3	16	1	5	6	0	1	3	6	
L_0Y0JYY	58	13	2	3	9	9	2	3	0	2	2	3	1	4	4	5	8	5	10	
L_0Y0QSZ	63	13	3	3	8	5	1	0	2	5	2	9	1	5	2	4	7	6	14	
L_0Y30WT	60	14	0	1	13	8	4	2	3	4	4	3	3	4	3	6	4	4	8	
L_0Y7QTC	59	14	0	2	12	6	3	3	3	3	4	4	7	2	2	6	4	4	8	
L_0Y83V9	64	12	2	2	10	11	10	0	0	7	9	4	4	4	3	2	3	2	5	
L_0YB0GX	59	14	0	8	6	2	2	2	2	2	2	4	2	3	2	3	8	8	17	
L_0YC55C	59	14	0	1	13	8	4	4	4	4	4	4	4	2	4	5	3	3	6	
L_0YD9XB	59	14	0	3	11	6	4	2	3	4	4	2	3	3	3	7	2	5	11	
L_0YFQRH	59	14	0	2	12	7	4	3	2	4	4	5	3	8	4	6	3	2	4	
L_0YHLY6	63	14	1	2	11	9	5	3	1	4	6	7	3	8	4	2	3	2	6	
L_0YJS4W	61	11	5	0	9	1	3	0	0	11	4	10	4	5	1	0	5	6	11	
L_0YLW09	53	12	6	1	7	2	4	0	0	13	5	1	1	5	1	1	4	4	12	
L_0YM9CF	59	14	0	0	14	6	3	3	3	3	3	5	3	4	3	4	5	5	9	
L_0YMH34	47	5	9	1	4	3	0	0	0	0	14	2	0	17	11	0	0	0	0	
L_0YW6BN	59	14	0	0	14	6	4	4	4	3	4	3	3	3	4	7	4	4	6	
L_0YWGXX	58	14	0	0	14	8	4	4	3	4	4	3	3	4	3	3	3	3	9	
L_0YYWDP	60	12	2	5	7	21	6	0	0	7	3	3	2	2	2	2	2	3	7	
L_0YZSPF	58	12	4	3	7	7	10	6	0	8	4	7	2	8	0	2	1	1	2	
L_0Z3Q40	58	14	1	0	13	8	3	3	3	3	4	3	3	5	1	6	4	4	8	
L_0Z6HXN	58	14	1	0	13	8	5	1	3	6	5	3	3	3	3	5	4	3	6	
L_0Z6L2S	59	14	4	3	7	6	6	1	1	8	6	3	1	2	14	6	1	2	2	
L_0Z6SKJ	58	14	0	1	13	7	3	4	4	3	4	5	5	5	3	4	2	3	6	
L_0Z7RTX	63	10	7	2	5	5	2	1	2	3	24	17	7	1	1	0	0	0	0	
L_0Z86Y2	58	14	2	2	10	6	5	1	1	4	6	3	7	4	3	7	2	2	7	
L_0Z9WL5	58	13	1	1	12	8	4	3	4	4	5	0	2	5	3	5	4	4	7	
L_0ZB38Z	63	9	6	1	7	2	0	0	0	1	11	6	3	0	0	3	4	12	21	
L_0ZB8GR	58	14	2	2	10	8	3	3	3	3	3	7	2	1	1	2	5	4	13	
L_0ZBKLD	63	7	7	0	7	13	10	4	0	11	9	13	3	0	0	0	0	0	0	
L_0ZCM5L	58	14	1	6	7	9	2	2	2	4	4	2	2	2	1	3	4	5	16	
L_0ZGQJK	58	14	1	4	9	10	5	2	2	3	2	7	6	4	5	5	1	2	4	
L_0ZGX9J	59	14	3	6	5	4	2	2	2	2	2	1	2	1	1	3	8	8	21	
L_0ZL17P	63	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	16	15	32	
L_0ZPVX4	59	13	3	4	7	12	8	5	0	10	5	6	2	3	2	1	2	1	2	
L_0ZQNR4	58	14	0	1	13	10	5	3	4	5	3	3	3	3	4	6	2	4	3	
L_0ZQXSV	63	13	5	0	9	14	3	1	0	7	5	15	1	3	1	1	4	3	5	
L_0ZSGZ5	62	8	9	2	3	1	0	0	2	4	1	33	2	18	0	1	0	0	0	
L_0ZTL4Z	58	9	6	1	7	6	7	3	4	12	3	20	1	0	0	2	0	0	0	
L_0ZWRRY	52	11	7	0	7	1	3	1	0	14	1	10	0	0	5	3	6	1	7	
L_0ZWX64	58	13	3	0	11	11	4	4	4	4	4	8	4	5	4	4	1	0	1	
L_0ZX0W7	48	10	5	3	6	3	1	0	0	14	2	7	0	0	2	2	5	4	8	
L_0ZYK6L	57	14	0	3	11	8	4	4	4	4	4	2	2	2	3	6	4	4	6	
L_0ZZ42X	57	14	1	0	13	9	5	3	4	5	4	3	1	3	3	5	3	3	6	
L_10158C	57	14	0	2	12	9	4	4	4	4	5	3	2	2	3	5	3	3	6	
L_101G06	57	14	0	1	13	6	4	2	3	5	5	4	3	4	3	3	3	4	8	
L_101ZB6	58	7	9	0	5	12	14	1	5	16	9	0	0	0	1	0	0	0	0	
L_102L6V	57	14	1	0	13	6	3	4	1	4	3	6	5	6	3	4	3	3	6	
L_105NL9	57	14	4	1	9	11	1	1	1	1	3	4	5	3	2	3	5	6	11	
L_106BLF	57	14	2	8	4	4	2	2	2	2	2	2	26	1	2	1	2	4	5	
L_107NB5	59	5	10	1	3	0	0	0	0	0	0	39	2	8	9	1	0	0	0	
L_107Q69	57	14	2	2	10	5	7	1	2	6	4	3	1	2	4	3	4	4	11	
L_109Y9C	57	14	2	2	10	6	5	3	1	6	5	8	3	7	4	2	1	2	4	
L_10FWWP	57	13	1	2	11	8	4	3	3	3	2	4	4	0	2	4	5	5	10	
L_10GDHN	62	9	6	1	7	3	21	2	3	4	7	18	1	3	0	0	0	0	0	
L_10JCYG	58	14	3	5	6	2	2	1	1	2	4	5	2	1	7	2	7	6	16	
L_10JP24	58	13	3	3	8	3	1	2	0	1	2	21	3	5	4	7	2	3	4	
